timestamp,alert,description,real_ttps,possible_ttps
2025-09-22T18:30:43.126+0000,"{""timestamp"": ""2025-09-22T18:30:43.126+0000"", ""rule"": {""level"": 3, ""description"": ""Suricata: Alert - SURICATA HTTP Host header invalid"", ""id"": ""86601"", ""firedtimes"": 11, ""mail"": false, ""groups"": [""ids"", ""suricata""]}, ""agent"": {""id"": ""001"", ""name"": ""inetfw"", ""ip"": ""192.168.100.254""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1758565843.2103166"", ""decoder"": {""name"": ""json""}, ""data"": {""timestamp"": ""2025-09-22T18:30:41.656757+0000"", ""flow_id"": ""1275414526935657.000000"", ""in_iface"": ""ens5"", ""event_type"": ""alert"", ""src_ip"": ""192.42.1.174"", ""src_port"": ""33118"", ""dest_ip"": ""172.17.100.121"", ""dest_port"": ""80"", ""proto"": ""TCP"", ""metadata"": {""flowints"": {""http"": {""anomaly"": {""count"": ""1""}}}}, ""community_id"": ""1:TMUtWgh5ZrFOgXi5+vzajnhYlow="", ""tx_id"": ""6"", ""alert"": {""action"": ""allowed"", ""gid"": ""1"", ""signature_id"": ""2221028"", ""rev"": ""1"", ""signature"": ""SURICATA HTTP Host header invalid"", ""category"": ""Generic Protocol Command Decode"", ""severity"": ""3""}, ""http"": {""url"": ""/"", ""http_user_agent"": ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:httpoptions: PROPFIND)"", ""http_content_type"": ""text/html"", ""http_method"": ""PROPFIND"", ""protocol"": ""HTTP/1.1"", ""status"": ""400"", ""length"": ""226""}, ""app_proto"": ""http"", ""flow"": {""pkts_toserver"": ""11"", ""pkts_toclient"": ""14"", ""bytes_toserver"": ""1816"", ""bytes_toclient"": ""3619"", ""start"": ""2025-09-22T18:30:41.639593+0000""}}, ""location"": ""/var/log/suricata/eve.json""}",Suricata: Alert - SURICATA HTTP Host header invalid,[],['T1595.002']
2025-09-22T18:30:43.132+0000,"{""timestamp"": ""2025-09-22T18:30:43.132+0000"", ""rule"": {""level"": 3, ""description"": ""Suricata: Alert - ET POLICY Proxy TRACE Request - inbound"", ""id"": ""86601"", ""firedtimes"": 12, ""mail"": false, ""groups"": [""ids"", ""suricata""]}, ""agent"": {""id"": ""001"", ""name"": ""inetfw"", ""ip"": ""192.168.100.254""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1758565843.2105078"", ""decoder"": {""name"": ""json""}, ""data"": {""timestamp"": ""2025-09-22T18:30:41.659070+0000"", ""flow_id"": ""1787056800991489.000000"", ""in_iface"": ""ens5"", ""event_type"": ""alert"", ""src_ip"": ""192.42.1.174"", ""src_port"": ""33134"", ""dest_ip"": ""172.17.100.121"", ""dest_port"": ""80"", ""proto"": ""TCP"", ""community_id"": ""1:2MUM/pThFTUO8izWs+gfMLKWxTU="", ""tx_id"": ""0"", ""alert"": {""action"": ""allowed"", ""gid"": ""1"", ""signature_id"": ""2010766"", ""rev"": ""12"", ""signature"": ""ET POLICY Proxy TRACE Request - inbound"", ""category"": ""Potentially Bad Traffic"", ""severity"": ""2"", ""metadata"": {""confidence"": [""High""], ""created_at"": [""2010_07_30""], ""signature_severity"": [""Informational""], ""updated_at"": [""2020_04_22""]}}, ""http"": {""hostname"": ""nikto"", ""url"": ""/"", ""http_user_agent"": ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:httpoptions: TRACE)"", ""http_content_type"": ""text/html"", ""http_method"": ""TRACE"", ""protocol"": ""HTTP/1.0"", ""status"": ""302"", ""redirect"": ""http://nikto/zm/"", ""length"": ""200""}, ""app_proto"": ""http"", ""flow"": {""pkts_toserver"": ""4"", ""pkts_toclient"": ""3"", ""bytes_toserver"": ""411"", ""bytes_toclient"": ""631"", ""start"": ""2025-09-22T18:30:41.657665+0000""}}, ""location"": ""/var/log/suricata/eve.json""}",Suricata: Alert - ET POLICY Proxy TRACE Request - inbound,[],['T1595.002']
2025-09-22T18:30:43.455+0000,"{""timestamp"": ""2025-09-22T18:30:43.455+0000"", ""rule"": {""level"": 10, ""description"": ""Multiple IDS events from same source ip."", ""id"": ""20151"", ""frequency"": 10, ""firedtimes"": 1, ""mail"": false, ""groups"": [""ids""], ""pci_dss"": [""10.6.1"", ""11.4""], ""gdpr"": [""IV_35.7.d""], ""hipaa"": [""164.312.b""], ""nist_800_53"": [""AU.6"", ""SI.4""], ""tsc"": [""CC7.2"", ""CC7.3"", ""CC6.1"", ""CC6.8""]}, ""agent"": {""id"": ""001"", ""name"": ""inetfw"", ""ip"": ""192.168.100.254""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1758565843.2125410"", ""full_log"": ""09/22/2025-18:30:41.980919  [**] [1:2101245:13] GPL EXPLOIT ISAPI .idq access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 192.42.1.174:33146 -> 172.17.100.121:80"", ""predecoder"": {""timestamp"": ""09/22/2025-18:30:41.980919""}, ""decoder"": {""parent"": ""snort"", ""name"": ""snort""}, ""data"": {""srcip"": ""192.42.1.174"", ""dstip"": ""172.17.100.121:80"", ""id"": ""1:2101245:13""}, ""location"": ""/var/log/suricata/fast.log""}",Multiple IDS events from same source ip.,[],['T1595.002']
2025-09-22T18:30:44.181+0000,"{""timestamp"": ""2025-09-22T18:30:44.181+0000"", ""rule"": {""level"": 3, ""description"": ""Suricata: Alert - ET WEB_SERVER /etc/passwd Detected in URI"", ""id"": ""86601"", ""firedtimes"": 15, ""mail"": false, ""groups"": [""ids"", ""suricata""]}, ""agent"": {""id"": ""001"", ""name"": ""inetfw"", ""ip"": ""192.168.100.254""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1758565844.2280965"", ""decoder"": {""name"": ""json""}, ""data"": {""timestamp"": ""2025-09-22T18:30:41.805877+0000"", ""flow_id"": ""1200128045172501.000000"", ""in_iface"": ""ens5"", ""event_type"": ""alert"", ""src_ip"": ""192.42.1.174"", ""src_port"": ""33146"", ""dest_ip"": ""172.17.100.121"", ""dest_port"": ""80"", ""proto"": ""TCP"", ""community_id"": ""1:nDWYpiEtlOQcDpnN2WmOHJL6lSw="", ""tx_id"": ""0"", ""alert"": {""action"": ""allowed"", ""gid"": ""1"", ""signature_id"": ""2049400"", ""rev"": ""1"", ""signature"": ""ET WEB_SERVER /etc/passwd Detected in URI"", ""category"": ""Attempted Information Leak"", ""severity"": ""2"", ""metadata"": {""affected_product"": [""Linux""], ""attack_target"": [""Web_Server""], ""confidence"": [""High""], ""created_at"": [""2023_11_29""], ""deployment"": [""SSLDecrypt"", ""Perimeter""], ""performance_impact"": [""Low""], ""signature_severity"": [""Informational""], ""updated_at"": [""2023_11_29""]}}, ""http"": {""hostname"": ""video.attackbed.com"", ""url"": ""/cgi-bin/ezshopper/loadpage.cgi?user_id=1&file=|cat%20/etc/passwd|"", ""http_user_agent"": ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000066)"", ""http_content_type"": ""text/html"", ""http_method"": ""GET"", ""protocol"": ""HTTP/1.1"", ""status"": ""404"", ""length"": ""196""}, ""app_proto"": ""http"", ""flow"": {""pkts_toserver"": ""4"", ""pkts_toclient"": ""3"", ""bytes_toserver"": ""476"", ""bytes_toclient"": ""603"", ""start"": ""2025-09-22T18:30:41.804629+0000""}}, ""location"": ""/var/log/suricata/eve.json""}",Suricata: Alert - ET WEB_SERVER /etc/passwd Detected in URI,[],['T1595.002']
2025-09-22T18:30:44.272+0000,"{""timestamp"": ""2025-09-22T18:30:44.272+0000"", ""rule"": {""level"": 10, ""description"": ""Multiple common web attacks from same source ip."", ""id"": ""31153"", ""mitre"": {""id"": [""T1055"", ""T1083""], ""tactic"": [""Defense Evasion"", ""Privilege Escalation"", ""Discovery""], ""technique"": [""Process Injection"", ""File and Directory Discovery""]}, ""frequency"": 10, ""firedtimes"": 1, ""mail"": false, ""groups"": [""web"", ""accesslog"", ""attack""], ""pci_dss"": [""6.5"", ""11.4""], ""gdpr"": [""IV_35.7.d""], ""nist_800_53"": [""SA.11"", ""SI.4""], ""tsc"": [""CC6.6"", ""CC7.1"", ""CC8.1"", ""CC6.1"", ""CC6.8"", ""CC7.2"", ""CC7.3""]}, ""agent"": {""id"": ""002"", ""name"": ""videoserver"", ""ip"": ""172.17.100.121""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1758565844.2307162"", ""previous_output"": ""192.42.1.174 - - [22/Sep/2025:18:30:42 +0000] \""GET /cgi-bin/cmd.exe?/c+dir HTTP/1.1\"" 404 396 \""-\"" \""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000348)\""\n192.42.1.174 - - [22/Sep/2025:18:30:42 +0000] \""GET /_mem_bin/remind.asp HTTP/1.1\"" 404 396 \""-\"" \""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000317)\""\n192.42.1.174 - - [22/Sep/2025:18:30:42 +0000] \""GET /_mem_bin/auoconfig.asp HTTP/1.1\"" 404 396 \""-\"" \""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000316)\""\n192.42.1.174 - - [22/Sep/2025:18:30:42 +0000] \""GET /_mem_bin/auoconfig.asp HTTP/1.1\"" 404 396 \""-\"" \""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000315)\""\n192.42.1.174 - - [22/Sep/2025:18:30:42 +0000] \""GET /cgi-bin/%2e%2e/abyss.conf HTTP/1.1\"" 404 396 \""-\"" \""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000260)\""\n192.42.1.174 - - [22/Sep/2025:18:30:42 +0000] \""GET /newuser?Image=../../database/rbsserv.mdb HTTP/1.1\"" 404 396 \""-\"" \""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000246)\""\n192.42.1.174 - - [22/Sep/2025:18:30:41 +0000] \""GET /web-console/ServerInfo.jsp%00 HTTP/1.1\"" 404 395 \""-\"" \""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000165)\""\n192.42.1.174 - - [22/Sep/2025:18:30:41 +0000] \""GET /scripts/root.exe?/c+dir+c:\\\\+/OG HTTP/1.1\"" 404 396 \""-\"" \""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000153)\""\n192.42.1.174 - - [22/Sep/2025:18:30:41 +0000] \""GET /cgi-bin/pollit/Poll_It_SSI_v2.0.cgi?data_dir=\\\\etc\\\\passwd%00 HTTP/1.1\"" 404 396 \""-\"" \""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000063)\"""", ""full_log"": ""192.42.1.174 - - [22/Sep/2025:18:30:42 +0000] \""GET /%00/ HTTP/1.1\"" 404 396 \""-\"" \""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000457)\"""", ""decoder"": {""name"": ""web-accesslog""}, ""data"": {""protocol"": ""GET"", ""srcip"": ""192.42.1.174"", ""id"": ""404"", ""url"": ""/%00/""}, ""location"": ""/var/www/default/log/access.log""}",Multiple common web attacks from same source ip.,"['T1055', 'T1083']",['T1595.002']
2025-09-22T18:30:44.419+0000,"{""timestamp"": ""2025-09-22T18:30:44.419+0000"", ""rule"": {""level"": 3, ""description"": ""Suricata: Alert - GPL WEB_SERVER iisadmin access"", ""id"": ""86601"", ""firedtimes"": 17, ""mail"": false, ""groups"": [""ids"", ""suricata""]}, ""agent"": {""id"": ""001"", ""name"": ""inetfw"", ""ip"": ""192.168.100.254""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1758565844.2354141"", ""decoder"": {""name"": ""json""}, ""data"": {""timestamp"": ""2025-09-22T18:30:41.900878+0000"", ""flow_id"": ""1200128045172501.000000"", ""in_iface"": ""ens5"", ""event_type"": ""alert"", ""src_ip"": ""192.42.1.174"", ""src_port"": ""33146"", ""dest_ip"": ""172.17.100.121"", ""dest_port"": ""80"", ""proto"": ""TCP"", ""community_id"": ""1:nDWYpiEtlOQcDpnN2WmOHJL6lSw="", ""tx_id"": ""56"", ""alert"": {""action"": ""allowed"", ""gid"": ""1"", ""signature_id"": ""2100993"", ""rev"": ""14"", ""signature"": ""GPL WEB_SERVER iisadmin access"", ""category"": ""Web Application Attack"", ""severity"": ""1"", ""metadata"": {""created_at"": [""2010_09_23""], ""cve"": [""CVE_1999_1538""], ""signature_severity"": [""Unknown""], ""updated_at"": [""2020_04_22""]}}, ""http"": {""hostname"": ""video.attackbed.com"", ""url"": ""/scripts/iisadmin/bdir.htr"", ""http_user_agent"": ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000121)"", ""http_content_type"": ""text/html"", ""http_method"": ""GET"", ""protocol"": ""HTTP/1.1"", ""status"": ""404"", ""length"": ""196""}, ""app_proto"": ""http"", ""flow"": {""pkts_toserver"": ""61"", ""pkts_toclient"": ""70"", ""bytes_toserver"": ""13809"", ""bytes_toclient"": ""27201"", ""start"": ""2025-09-22T18:30:41.804629+0000""}}, ""location"": ""/var/log/suricata/eve.json""}",Suricata: Alert - GPL WEB_SERVER iisadmin access,[],['T1595.002']
2025-09-22T18:30:44.557+0000,"{""timestamp"": ""2025-09-22T18:30:44.557+0000"", ""rule"": {""level"": 3, ""description"": ""Suricata: Alert - GPL EXPLOIT CodeRed v2 root.exe access"", ""id"": ""86601"", ""firedtimes"": 20, ""mail"": false, ""groups"": [""ids"", ""suricata""]}, ""agent"": {""id"": ""001"", ""name"": ""inetfw"", ""ip"": ""192.168.100.254""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1758565844.2409195"", ""decoder"": {""name"": ""json""}, ""data"": {""timestamp"": ""2025-09-22T18:30:41.967735+0000"", ""flow_id"": ""1200128045172501.000000"", ""in_iface"": ""ens5"", ""event_type"": ""alert"", ""src_ip"": ""192.42.1.174"", ""src_port"": ""33146"", ""dest_ip"": ""172.17.100.121"", ""dest_port"": ""80"", ""proto"": ""TCP"", ""community_id"": ""1:nDWYpiEtlOQcDpnN2WmOHJL6lSw="", ""tx_id"": ""87"", ""alert"": {""action"": ""allowed"", ""gid"": ""1"", ""signature_id"": ""2101256"", ""rev"": ""11"", ""signature"": ""GPL EXPLOIT CodeRed v2 root.exe access"", ""category"": ""Web Application Attack"", ""severity"": ""1"", ""metadata"": {""created_at"": [""2010_09_23""], ""signature_severity"": [""Major""], ""updated_at"": [""2020_04_22""]}}, ""http"": {""hostname"": ""video.attackbed.com"", ""url"": ""/scripts/root.exe?/c+dir+c:\\+/OG"", ""http_user_agent"": ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000153)"", ""http_content_type"": ""text/html"", ""http_method"": ""GET"", ""protocol"": ""HTTP/1.1"", ""status"": ""404"", ""length"": ""196""}, ""app_proto"": ""http"", ""flow"": {""pkts_toserver"": ""92"", ""pkts_toclient"": ""101"", ""bytes_toserver"": ""21146"", ""bytes_toclient"": ""41523"", ""start"": ""2025-09-22T18:30:41.804629+0000""}}, ""location"": ""/var/log/suricata/eve.json""}",Suricata: Alert - GPL EXPLOIT CodeRed v2 root.exe access,[],['T1595.002']
2025-09-22T18:30:44.629+0000,"{""timestamp"": ""2025-09-22T18:30:44.629+0000"", ""rule"": {""level"": 3, ""description"": ""Suricata: Alert - GPL WEB_SERVER global.asa access"", ""id"": ""86601"", ""firedtimes"": 27, ""mail"": false, ""groups"": [""ids"", ""suricata""]}, ""agent"": {""id"": ""001"", ""name"": ""inetfw"", ""ip"": ""192.168.100.254""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1758565844.2451549"", ""decoder"": {""name"": ""json""}, ""data"": {""timestamp"": ""2025-09-22T18:30:41.995537+0000"", ""flow_id"": ""1200128045172501.000000"", ""in_iface"": ""ens5"", ""event_type"": ""alert"", ""src_ip"": ""192.42.1.174"", ""src_port"": ""33146"", ""dest_ip"": ""172.17.100.121"", ""dest_port"": ""80"", ""proto"": ""TCP"", ""community_id"": ""1:nDWYpiEtlOQcDpnN2WmOHJL6lSw="", ""tx_id"": ""100"", ""alert"": {""action"": ""allowed"", ""gid"": ""1"", ""signature_id"": ""2101016"", ""rev"": ""16"", ""signature"": ""GPL WEB_SERVER global.asa access"", ""category"": ""access to a potentially vulnerable web application"", ""severity"": ""2"", ""metadata"": {""created_at"": [""2010_09_23""], ""cve"": [""CVE_2000_0778""], ""signature_severity"": [""Unknown""], ""updated_at"": [""2020_04_22""]}}, ""http"": {""hostname"": ""video.attackbed.com"", ""url"": ""/global.asa"", ""http_user_agent"": ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000166)"", ""http_content_type"": ""text/html"", ""http_method"": ""GET"", ""protocol"": ""HTTP/1.1"", ""status"": ""404"", ""length"": ""196""}, ""app_proto"": ""http"", ""flow"": {""pkts_toserver"": ""105"", ""pkts_toclient"": ""115"", ""bytes_toserver"": ""23960"", ""bytes_toclient"": ""47550"", ""start"": ""2025-09-22T18:30:41.804629+0000""}}, ""location"": ""/var/log/suricata/eve.json""}",Suricata: Alert - GPL WEB_SERVER global.asa access,[],['T1595.002']
2025-09-22T18:30:44.772+0000,"{""timestamp"": ""2025-09-22T18:30:44.772+0000"", ""rule"": {""level"": 6, ""description"": ""XSS (Cross Site Scripting) attempt."", ""id"": ""31105"", ""mitre"": {""id"": [""T1059.007""], ""tactic"": [""Execution""], ""technique"": [""JavaScript""]}, ""firedtimes"": 1, ""mail"": false, ""groups"": [""web"", ""accesslog"", ""attack""], ""pci_dss"": [""6.5"", ""11.4"", ""6.5.7""], ""gdpr"": [""IV_35.7.d""], ""nist_800_53"": [""SA.11"", ""SI.4""], ""tsc"": [""CC6.6"", ""CC7.1"", ""CC8.1"", ""CC6.1"", ""CC6.8"", ""CC7.2"", ""CC7.3""]}, ""agent"": {""id"": ""002"", ""name"": ""videoserver"", ""ip"": ""172.17.100.121""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1758565844.2499993"", ""full_log"": ""192.42.1.174 - - [22/Sep/2025:18:30:42 +0000] \""GET /themes/mambosimple.php?detection=detected&sitename=</title><script>alert(document.cookie)</script> HTTP/1.1\"" 404 396 \""-\"" \""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000702)\"""", ""decoder"": {""name"": ""web-accesslog""}, ""data"": {""protocol"": ""GET"", ""srcip"": ""192.42.1.174"", ""id"": ""404"", ""url"": ""/themes/mambosimple.php?detection=detected&sitename=</title><script>alert(document.cookie)</script>""}, ""location"": ""/var/www/default/log/access.log""}",XSS (Cross Site Scripting) attempt.,['T1059.007'],['T1595.002']
2025-09-22T18:30:44.791+0000,"{""timestamp"": ""2025-09-22T18:30:44.791+0000"", ""rule"": {""level"": 10, ""description"": ""Multiple XSS (Cross Site Scripting) attempts from same source ip."", ""id"": ""31154"", ""mitre"": {""id"": [""T1059""], ""tactic"": [""Execution""], ""technique"": [""Command and Scripting Interpreter""]}, ""frequency"": 10, ""firedtimes"": 1, ""mail"": false, ""groups"": [""web"", ""accesslog"", ""attack""], ""pci_dss"": [""6.5"", ""11.4"", ""6.5.7""], ""gdpr"": [""IV_35.7.d""], ""nist_800_53"": [""SA.11"", ""SI.4""], ""tsc"": [""CC6.6"", ""CC7.1"", ""CC8.1"", ""CC6.1"", ""CC6.8"", ""CC7.2"", ""CC7.3""]}, ""agent"": {""id"": ""002"", ""name"": ""videoserver"", ""ip"": ""172.17.100.121""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1758565844.2505265"", ""previous_output"": ""192.42.1.174 - - [22/Sep/2025:18:30:42 +0000] \""GET /administrator/gallery/uploadimage.php?directory=\\\\\\\""<script>alert(document.cookie)</script> HTTP/1.1\"" 404 396 \""-\"" \""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000710)\""\n192.42.1.174 - - [22/Sep/2025:18:30:42 +0000] \""GET /administrator/gallery/view.php?path=\\\\\\\""<script>alert(document.cookie)</script> HTTP/1.1\"" 404 396 \""-\"" \""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000709)\""\n192.42.1.174 - - [22/Sep/2025:18:30:42 +0000] \""GET /administrator/popups/sectionswindow.php?type=web&link=\\\\\\\""<script>alert(document.cookie)</script> HTTP/1.1\"" 404 396 \""-\"" \""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000708)\""\n192.42.1.174 - - [22/Sep/2025:18:30:42 +0000] \""GET /administrator/upload.php?newbanner=1&choice=\\\\\\\""<script>alert(document.cookie)</script> HTTP/1.1\"" 404 396 \""-\"" \""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000707)\""\n192.42.1.174 - - [22/Sep/2025:18:30:42 +0000] \""GET /emailfriend/emailarticle.php?id=\\\\\\\""<script>alert(document.cookie)</script> HTTP/1.1\"" 404 396 \""-\"" \""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000706)\""\n192.42.1.174 - - [22/Sep/2025:18:30:42 +0000] \""GET /emailfriend/emailfaq.php?id=\\\\\\\""<script>alert(document.cookie)</script> HTTP/1.1\"" 404 396 \""-\"" \""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000705)\""\n192.42.1.174 - - [22/Sep/2025:18:30:42 +0000] \""GET /emailfriend/emailnews.php?id=\\\\\\\""<script>alert(document.cookie)</script> HTTP/1.1\"" 404 396 \""-\"" \""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000704)\""\n192.42.1.174 - - [22/Sep/2025:18:30:42 +0000] \""GET /index.php?option=search&searchword=<script>alert(document.cookie);</script> HTTP/1.1\"" 404 396 \""-\"" \""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000703)\""\n192.42.1.174 - - [22/Sep/2025:18:30:42 +0000] \""GET /themes/mambosimple.php?detection=detected&sitename=</title><script>alert(document.cookie)</script> HTTP/1.1\"" 404 396 \""-\"" \""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000702)\"""", ""full_log"": ""192.42.1.174 - - [22/Sep/2025:18:30:42 +0000] \""GET /administrator/gallery/navigation.php?directory=\\\\\\\""<script>alert(document.cookie)</script> HTTP/1.1\"" 404 396 \""-\"" \""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000711)\"""", ""decoder"": {""name"": ""web-accesslog""}, ""data"": {""protocol"": ""GET"", ""srcip"": ""192.42.1.174"", ""id"": ""404"", ""url"": ""/administrator/gallery/navigation.php?directory=\\\\\\\""<script>alert(document.cookie)</script>""}, ""location"": ""/var/www/default/log/access.log""}",Multiple XSS (Cross Site Scripting) attempts from same source ip.,['T1059'],['T1595.002']
2025-09-22T18:30:45.407+0000,"{""timestamp"": ""2025-09-22T18:30:45.407+0000"", ""rule"": {""level"": 3, ""description"": ""Suricata: Alert - ET WEB_SERVER cmd.exe In URI - Possible Command Execution Attempt"", ""id"": ""86601"", ""firedtimes"": 31, ""mail"": false, ""groups"": [""ids"", ""suricata""]}, ""agent"": {""id"": ""001"", ""name"": ""inetfw"", ""ip"": ""192.168.100.254""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1758565845.2546674"", ""decoder"": {""name"": ""json""}, ""data"": {""timestamp"": ""2025-09-22T18:30:42.347893+0000"", ""flow_id"": ""1705654285927595.000000"", ""in_iface"": ""ens5"", ""event_type"": ""alert"", ""src_ip"": ""192.42.1.174"", ""src_port"": ""33168"", ""dest_ip"": ""172.17.100.121"", ""dest_port"": ""80"", ""proto"": ""TCP"", ""community_id"": ""1:ok74lHqdrvn2hmIGQ831xlr7Ncc="", ""tx_id"": ""60"", ""alert"": {""action"": ""allowed"", ""gid"": ""1"", ""signature_id"": ""2009361"", ""rev"": ""8"", ""signature"": ""ET WEB_SERVER cmd.exe In URI - Possible Command Execution Attempt"", ""category"": ""Attempted Information Leak"", ""severity"": ""2"", ""metadata"": {""confidence"": [""Medium""], ""created_at"": [""2010_07_30""], ""signature_severity"": [""Major""], ""updated_at"": [""2020_09_14""]}}, ""http"": {""hostname"": ""video.attackbed.com"", ""url"": ""/cgi-bin/cmd.exe?/c+dir"", ""http_user_agent"": ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000348)"", ""http_content_type"": ""text/html"", ""http_method"": ""GET"", ""protocol"": ""HTTP/1.1"", ""status"": ""404"", ""length"": ""196""}, ""app_proto"": ""http"", ""flow"": {""pkts_toserver"": ""65"", ""pkts_toclient"": ""71"", ""bytes_toserver"": ""14874"", ""bytes_toclient"": ""28907"", ""start"": ""2025-09-22T18:30:42.230571+0000""}}, ""location"": ""/var/log/suricata/eve.json""}",Suricata: Alert - ET WEB_SERVER cmd.exe In URI - Possible Command Execution Attempt,[],['T1595.002']
2025-09-22T18:30:45.684+0000,"{""timestamp"": ""2025-09-22T18:30:45.684+0000"", ""rule"": {""level"": 3, ""description"": ""Suricata: Alert - GPL EXPLOIT iissamples access"", ""id"": ""86601"", ""firedtimes"": 32, ""mail"": false, ""groups"": [""ids"", ""suricata""]}, ""agent"": {""id"": ""001"", ""name"": ""inetfw"", ""ip"": ""192.168.100.254""}, ""manager"": {""name"": ""wazuh""}, ""id"": ""1758565845.2548952"", ""decoder"": {""name"": ""json""}, ""data"": {""timestamp"": ""2025-09-22T18:30:42.471138+0000"", ""flow_id"": ""1510400777698693.000000"", ""in_iface"": ""ens5"", ""event_type"": ""alert"", ""src_ip"": ""192.42.1.174"", ""src_port"": ""33180"", ""dest_ip"": ""172.17.100.121"", ""dest_port"": ""80"", ""proto"": ""TCP"", ""community_id"": ""1:i1iOHFIoQ1GFU2j7oMMTBQnLJXI="", ""tx_id"": ""25"", ""alert"": {""action"": ""allowed"", ""gid"": ""1"", ""signature_id"": ""2101402"", ""rev"": ""9"", ""signature"": ""GPL EXPLOIT iissamples access"", ""category"": ""Web Application Attack"", ""severity"": ""1"", ""metadata"": {""created_at"": [""2010_09_23""], ""signature_severity"": [""Major""], ""updated_at"": [""2020_04_22""]}}, ""http"": {""hostname"": ""video.attackbed.com"", ""url"": ""/iissamples/issamples/sqlqhit.asp"", ""http_user_agent"": ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000411)"", ""http_content_type"": ""text/html"", ""http_method"": ""GET"", ""protocol"": ""HTTP/1.1"", ""status"": ""404"", ""length"": ""196""}, ""app_proto"": ""http"", ""flow"": {""pkts_toserver"": ""30"", ""pkts_toclient"": ""45"", ""bytes_toserver"": ""6449"", ""bytes_toclient"": ""13331"", ""start"": ""2025-09-22T18:30:42.441733+0000""}}, ""location"": ""/var/log/suricata/eve.json""}",Suricata: Alert - GPL EXPLOIT iissamples access,[],['T1595.002']
